0.0,3,0.0
8.0,3,0.0
16.0,3,0.0
24.0,3,0.0
32.0,3,0.0
64.0,2,0.0
68.0,2,0.0
72.0,2,0.0
76.0,2,0.0
80.0,2,0.0
96.0,1,0.0
101.0,4,0.0
104.0,1,0.0
109.0,4,0.0
112.0,1,0.0
117.0,4,0.0
120.0,1,0.0
124.0,4,0.0
128.0,2,0.0
130.0,1,0.0
130.0,4,0.0
132.0,2,0.0
134.0,1,0.0
134.0,4,0.0
136.0,2,0.0
138.0,1,0.0
138.0,4,0.0
140.0,2,0.0
142.0,1,0.0
142.0,4,0.0
144.0,1,0.0
149.0,4,0.0
152.0,1,0.0
157.0,4,0.0
160.0,2,0.0
162.0,2,0.0
168.0,1,0.0
170.0,1,0.0
176.0,1,0.0
176.0,4,0.0
182.0,1,0.0
182.0,4,0.0
184.0,2,0.0
184.0,3,0.0
190.0,2,0.0
190.0,3,0.0
192.0,1,0.0
200.0,2,0.0
207.0,4,0.0
208.0,3,0.0
212.0,3,0.0
216.0,1,0.0
217.0,2,0.0
217.0,4,0.0
218.0,1,0.0
219.0,2,0.0
219.0,4,0.0
232.0,1,0.0
233.0,2,0.0
233.0,4,0.0
234.0,1,0.0
235.0,2,0.0
235.0,4,0.0
248.0,3,0.0
253.0,1,0.0
256.0,3,0.0
261.0,1,0.0
264.0,2,0.0
266.0,2,0.0
272.0,1,0.0
274.0,1,0.0
280.0,1,0.0
280.0,4,0.0
286.0,1,0.0
286.0,4,0.0
288.0,2,0.0
288.0,3,0.0
294.0,2,0.0
294.0,3,0.0
296.0,1,0.0
304.0,1,0.0
304.0,2,0.0
311.0,3,0.0
311.0,4,0.0
312.0,2,0.0
313.0,2,0.0
314.0,2,0.0
328.0,2,0.0
329.0,2,0.0
330.0,2,0.0
344.0,3,0.0
344.0,4,0.0
352.0,2,0.0
352.0,4,0.0
360.0,1,0.0
360.0,3,0.0
368.0,2,0.0
373.0,2,0.0
376.0,2,0.0
376.0,3,0.0
378.0,2,0.0
378.0,3,0.0
384.0,2,0.0
384.0,3,0.0
386.0,1,0.0
386.0,3,0.0
392.0,2,0.0
392.0,3,0.0
394.0,1,0.0
394.0,4,0.0
401.0,4,0.0
403.0,3,0.0
405.0,2,0.0
407.0,1,0.0
408.0,1,0.0
410.0,1,0.0
410.0,4,0.0
416.0,2,0.0
418.0,2,0.0
418.0,4,0.0
420.0,3,0.0
424.0,3,0.0
428.0,3,0.0
432.0,1,0.0
432.0,4,0.0
440.0,1,0.0
445.0,3,0.0
448.0,2,0.0
452.0,1,0.0
456.0,1,0.0
456.0,4,0.0
484.0,2,0.0
487.0,3,0.0
488.0,1,0.0
490.0,1,0.0
496.0,3,0.0
498.0,3,0.0
504.0,2,0.0
505.0,4,0.0
506.0,4,0.0
520.0,2,0.0
521.0,4,0.0
522.0,4,0.0
536.0,1,0.0
540.0,3,0.0
544.0,1,0.0
549.0,4,0.0
552.0,3,0.0
554.0,2,0.0
560.0,3,0.0
567.0,1,0.0
576.0,2,0.0
576.0,3,0.0
581.0,1,0.0
581.0,4,0.0
584.0,3,0.0
586.0,2,0.0
592.0,3,0.0
599.0,1,0.0
600.0,2,0.0
600.0,3,0.0
608.0,1,0.0
610.0,1,0.0
612.0,4,0.0
613.0,2,0.0
620.0,4,0.0
622.0,3,0.0
625.0,2,0.0
628.0,4,0.0
630.0,2,0.0
632.0,1,0.0
637.0,4,0.0
639.0,3,0.0
641.0,2,0.0
643.0,1,0.0
644.0,2,0.0
644.0,4,0.0
646.0,2,0.0
646.0,4,0.0
652.0,1,0.0
652.0,3,0.0
654.0,1,0.0
654.0,3,0.0
660.0,2,0.0
667.0,2,0.0
668.0,1,0.0
675.0,1,0.0
676.0,1,0.0
676.0,4,0.0
684.0,1,0.0
684.0,4,0.0
692.0,1,0.0
692.0,4,0.0
700.0,2,0.0
700.0,3,0.0
